"group","WATER_2006","APR_MAY_07","SUMMER_07"
4,99,51,64
4,25,9,17
3,38,8,27
2,46,16,31
3,66,13,51
2,37,13,29
4,53,11,24
2,81,21,33
4,47,15,11
4,125,18,45
4,39,13,41
1,58,34,30
4,27,8,7
4,70,21,34
4,35,11,24
4,107,36,68
4,30,10,20
1,28,10,15
4,45,13,24
4,45,13,25
4,42,13,19
1,162,12,24
4,57,12,27
4,25,9,21
4,25,9,21
1,54,23,31
2,43,14,23
1,32,12,24
4,29,5,13
2,26,10,21
4,41,25,22
4,54,17,8
4,36,4,11
4,39,13,21
4,47,8,13
4,25,9,17
4,26,9,13
4,71,6,13
4,30,8,20
4,45,9,31
3,34,7,0
4,50,18,27
1,56,19,37
3,50,16,28
1,24,12,13
3,33,12,18
4,34,10,25
4,51,14,52
4,28,9,18
2,32,7,15
2,87,31,70
4,306,53,57
2,31,6,19
2,43,19,25
4,33,6,22
4,32,8,21
4,45,15,26
2,37,15,25
4,26,7,15
3,34,12,21
4,104,28,33
4,63,19,40
4,100,31,38
4,25,9,18
1,66,23,38
1,69,39,22
2,72,41,31
4,28,6,11
4,22,3,7
1,37,10,20
1,33,12,24
4,62,12,14
4,24,9,12
4,38,7,11
4,24,11,14
4,97,39,59
4,102,38,41
4,32,4,7
4,25,9,14
4,43,18,9
4,127,53,89
4,27,37,11
4,25,8,17
2,23,7,15
1,45,17,30
4,29,4,5
1,33,8,15
4,25,11,16
4,33,12,17
4,48,18,30
4,45,17,15
3,52,24,13
4,82,17,31
4,34,15,24
3,31,13,22
2,56,14,37
1,45,17,18
2,31,10,27
4,60,21,29
2,70,3,6
4,29,11,18
4,31,9,47
4,53,14,46
4,30,9,16
3,55,15,27
4,32,5,13
4,52,11,10
4,61,17,29
4,50,19,41
4,32,9,23
4,26,5,9
4,56,9,19
3,46,21,34
4,47,14,31
4,44,5,47
4,38,12,21
4,33,12,26
4,85,15,47
4,109,30,71
2,44,16,33
3,46,5,9
4,32,11,44
4,41,14,32
4,53,18,39
4,23,8,15
3,64,10,15
4,56,18,35
4,23,6,22
4,54,13,23
2,36,7,11
4,39,9,12
4,39,7,18
4,48,8,34
4,40,14,42
4,33,11,23
4,52,19,1
2,29,9,19
4,29,8,19
4,58,14,32
4,71,10,16
4,30,7,20
4,36,11,20
3,40,22,21
4,35,11,24
4,30,9,18
4,82,23,55
4,51,16,26
1,43,13,27
4,99,21,29
1,42,11,26
3,122,54,170
4,29,11,54
4,44,10,23
4,35,10,34
4,67,10,20
1,22,8,14
4,34,8,16
4,24,7,13
3,30,11,24
4,30,11,25
4,31,10,19
1,52,18,35
4,73,8,23
4,77,21,96
4,39,7,12
4,119,47,53
1,40,5,11
4,63,12,23
3,33,10,25
4,25,8,17
2,40,14,19
2,46,17,36
4,29,5,12
4,40,6,12
4,68,23,50
4,54,8,15
4,37,16,30
3,90,15,0
1,37,11,25
4,24,8,18
4,34,4,17
4,48,18,39
3,58,16,19
4,38,11,30
3,39,14,9
4,29,10,1
4,29,15,21
4,30,10,5
1,128,27,61
4,37,11,22
4,43,9,25
4,63,17,39
4,40,14,26
4,31,19,27
1,39,13,18
4,48,17,40
4,72,17,29
3,111,35,77
4,28,7,40
2,68,16,20
4,35,2,28
2,37,1,10
4,27,10,23
4,33,14,27
4,70,21,40
4,74,16,70
4,38,16,21
2,24,6,14
4,71,12,50
4,38,6,21
4,31,9,21
4,25,7,17
4,66,18,79
4,50,15,34
4,50,18,37
1,28,10,16
4,30,11,23
4,39,9,20
3,29,9,15
4,29,9,21
4,48,26,40
4,26,10,20
4,24,10,18
4,32,12,35
4,37,12,23
4,27,10,16
4,95,26,2
1,41,7,16
1,44,15,38
4,29,8,12
1,39,9,24
4,39,4,13
4,35,8,17
3,46,21,26
4,25,7,11
2,42,15,26
4,87,29,69
4,30,6,9
4,34,9,17
2,41,17,28
4,44,8,28
1,58,18,38
1,35,11,21
4,150,58,54
4,94,9,51
4,54,13,32
4,26,7,13
4,37,8,16
2,67,19,36
4,52,15,32
1,23,7,17
4,81,5,35
1,26,5,15
2,48,13,22
4,53,25,44
2,32,8,17
4,39,16,33
4,33,24,54
4,37,8,15
2,27,7,14
4,49,12,40
3,32,12,22
4,51,18,8
3,28,28,18
4,32,5,9
4,73,24,52
4,53,6,12
4,49,20,36
2,69,12,9
2,48,11,25
4,27,9,18
4,40,8,20
4,53,12,28
4,74,21,34
4,25,10,18
4,33,6,11
4,44,14,31
4,61,16,34
4,31,11,19
1,48,15,27
4,34,12,25
2,65,21,59
1,103,38,87
4,86,18,51
4,57,7,12
1,37,17,32
1,55,13,37
2,27,5,9
4,60,21,44
4,50,17,45
2,32,9,37
2,27,9,21
4,57,17,34
4,26,10,24
4,24,5,7
2,66,15,49
4,44,13,28
4,30,11,19
4,43,17,27
2,33,11,22
4,36,6,14
4,30,9,19
4,47,8,24
4,62,13,30
2,29,8,18
4,28,9,17
4,23,8,19
4,71,12,35
4,56,20,31
1,38,42,41
2,27,7,16
2,30,6,13
4,34,11,22
3,76,20,34
4,42,8,35
2,62,18,29
4,105,39,92
1,24,8,16
4,44,15,18
4,24,10,19
4,36,10,25
4,163,35,63
4,33,15,29
4,54,1,3
4,42,14,30
1,79,14,29
4,43,24,15
2,44,13,21
4,95,25,46
4,45,12,23
3,43,12,16
4,33,0,0
4,37,7,16
4,81,11,29
4,51,19,40
2,43,7,5
4,138,28,67
4,37,12,23
4,37,10,15
1,62,15,24
1,34,9,19
4,43,12,28
4,58,21,20
1,52,6,0
4,39,17,28
4,58,10,30
2,36,12,23
4,25,8,20
2,48,12,24
4,45,7,13
2,32,12,13
4,29,11,37
4,35,1,0
4,28,10,19
2,46,22,50
3,45,13,26
4,42,9,18
4,27,9,5
4,34,10,16
4,64,15,28
2,31,14,21
1,24,8,24
1,25,8,5
4,56,14,35
1,47,7,16
4,53,15,32
4,34,13,26
4,24,7,12
4,38,13,28
4,36,12,28
4,29,7,14
4,64,18,36
1,55,7,16
4,45,8,23
1,29,11,20
4,46,13,46
1,31,11,21
4,49,12,15
4,28,13,22
4,83,17,48
4,51,17,33
4,83,22,57
4,26,11,20
4,51,18,58
4,48,11,27
4,31,10,21
4,62,19,9
1,48,10,28
4,39,8,14
2,76,24,46
4,45,12,13
4,24,10,19
3,45,14,26
1,36,16,39
4,37,14,29
3,42,12,20
4,107,38,69
2,33,13,16
3,25,5,12
3,34,9,36
4,47,13,32
2,62,0,46
2,34,6,14
4,38,13,27
1,29,7,15
3,48,18,29
4,71,15,48
3,42,16,26
4,36,14,25
4,30,8,19
4,50,15,36
4,54,18,62
4,38,12,23
4,39,12,23
4,56,16,38
2,28,10,18
4,28,8,15
4,27,13,21
2,36,11,24
2,44,10,17
4,35,9,15
4,26,12,20
1,44,25,28
4,54,16,41
3,69,24,51
4,34,11,22
4,31,14,31
4,25,9,16
4,68,18,37
4,64,25,27
4,26,9,18
4,38,10,44
3,51,18,31
4,64,22,48
2,46,11,26
4,27,9,15
3,34,12,25
2,36,4,14
4,32,7,28
3,43,14,20
4,62,16,37
3,157,24,10
4,75,19,64
4,43,5,11
4,40,13,24
4,33,22,19
4,79,19,48
4,71,16,33
4,46,8,12
4,69,16,42
4,51,14,20
1,159,27,19
2,40,8,20
4,62,14,48
4,44,24,30
4,110,18,44
1,70,17,39
4,25,8,18
4,66,22,47
4,70,17,43
4,30,8,28
1,38,10,23
4,42,12,17
4,45,13,23
1,33,10,27
4,33,11,72
4,51,15,61
3,41,22,38
4,38,0,27
3,31,10,21
1,72,24,55
4,25,6,14
3,51,15,29
2,32,11,19
1,35,2,18
4,112,27,52
4,39,18,42
4,28,9,41
4,40,13,28
3,45,11,22
1,63,6,18
4,35,11,21
4,70,24,77
4,28,5,11
4,27,6,13
2,98,14,42
4,48,15,31
4,42,15,31
4,33,8,17
4,40,9,24
4,30,11,21
3,38,22,32
3,52,12,30
4,46,10,20
1,102,21,41
4,147,16,30
4,47,4,14
3,120,42,37
4,24,7,15
4,60,8,25
4,46,14,31
3,37,13,24
4,33,7,16
4,29,2,9
1,36,21,35
4,115,32,71
4,34,5,10
3,38,14,22
4,35,9,18
4,78,4,12
2,114,23,74
3,51,8,13
1,26,28,18
4,60,15,27
2,33,10,21
4,32,8,19
4,50,11,20
3,73,17,36
3,138,55,130
4,45,6,15
4,33,12,24
4,30,10,28
4,58,18,28
3,53,16,35
4,47,11,21
4,55,9,28
4,63,14,43
2,28,10,32
4,56,19,37
2,37,8,16
4,33,15,39
2,64,11,31
3,50,17,33
4,95,9,17
2,38,16,25
4,41,26,34
4,57,34,13
4,47,10,25
4,50,16,37
4,46,15,26
4,96,33,66
1,42,7,14
4,46,15,31
4,29,7,17
2,25,10,15
4,46,14,26
4,37,10,22
4,30,7,16
4,52,31,41
4,53,11,27
2,34,9,14
4,61,18,35
4,48,16,31
4,71,23,41
4,41,11,20
4,91,24,44
4,25,6,15
2,24,8,16
2,24,6,18
1,76,40,65
1,47,9,28
2,85,19,11
4,89,25,23
4,30,7,17
4,34,12,26
4,53,18,23
3,61,22,40
4,39,10,18
3,37,8,18
4,87,18,34
4,26,13,24
4,36,7,28
3,50,13,36
4,31,17,18
1,58,25,29
4,27,8,17
4,34,10,19
4,81,12,59
4,35,7,15
4,66,33,49
4,53,16,35
4,55,10,24
4,32,9,17
4,49,2,15
4,23,8,18
4,42,8,21
4,99,36,43
1,51,26,56
4,40,9,18
4,42,12,52
4,24,7,12
1,35,11,18
3,49,14,24
4,45,18,31
2,114,21,14
4,24,7,16
4,31,10,18
2,59,21,41
4,42,11,20
2,36,17,31
2,70,20,49
4,39,8,19
2,55,8,13
1,29,9,17
1,85,21,30
2,37,13,33
3,36,10,24
4,64,14,15
4,111,25,47
4,25,8,17
4,66,16,37
4,25,11,20
4,40,10,20
4,24,14,21
4,59,19,35
4,75,47,14
4,53,22,35
4,27,7,30
4,25,7,16
2,26,9,13
4,55,14,25
2,41,11,20
4,48,17,25
4,69,16,42
4,31,10,21
4,29,7,11
3,24,18,15
2,41,12,28
4,52,0,0
4,65,19,30
2,28,9,42
1,37,21,23
4,101,29,67
2,50,15,34
4,24,4,13
2,27,3,8
4,65,0,62
4,40,10,24
4,52,3,14
1,42,5,15
3,31,10,19
3,27,9,19
4,45,11,25
3,69,27,57
4,37,12,24
3,25,7,15
4,58,12,33
4,49,16,28
4,119,12,22
1,39,19,30
4,67,22,46
4,115,38,17
4,38,7,49
4,50,17,31
4,29,12,20
4,37,12,26
4,36,10,23
4,75,14,62
4,52,16,46
4,80,8,18
3,32,9,25
4,56,20,59
4,92,14,40
4,27,15,21
4,76,18,74
4,67,11,25
1,61,27,48
2,43,9,18
4,29,10,19
4,57,17,35
2,23,6,13
2,37,10,17
4,74,26,104
4,52,7,20
4,67,13,34
2,45,11,28
1,73,19,60
4,103,23,49
1,88,12,47
2,67,16,23
1,118,9,13
4,34,15,18
4,38,10,33
4,27,8,25
3,31,6,15
4,26,9,17
4,33,17,24
4,35,10,20
1,43,13,25
4,65,10,52
4,76,18,49
1,52,18,46
1,39,5,14
4,96,29,47
4,130,34,79
1,83,21,56
1,37,12,27
4,26,9,29
3,30,8,16
4,47,6,113
4,43,12,31
3,60,22,54
4,59,11,27
4,40,16,62
4,64,16,42
3,63,19,43
4,43,11,19
4,103,29,51
2,92,33,61
4,35,11,23
4,26,9,19
2,26,8,10
4,43,29,29
4,70,11,66
4,27,7,22
4,48,7,13
4,24,24,32
1,36,14,21
4,26,8,18
4,45,9,10
1,52,38,60
1,35,9,24
1,58,6,35
4,29,8,19
4,53,16,42
1,33,12,28
2,54,15,35
3,25,8,18
1,40,10,41
1,55,18,78
4,131,5,9
4,71,17,90
2,60,17,42
4,45,18,61
3,51,24,40
4,25,5,12
4,29,9,16
2,64,12,45
4,51,11,37
3,69,18,62
1,59,22,33
4,33,5,24
4,34,7,29
3,27,7,19
3,30,11,19
1,25,5,10
4,31,10,15
4,50,16,43
4,36,12,34
1,43,12,24
4,127,30,66
4,46,9,44
4,50,23,46
4,41,9,22
4,27,6,14
3,78,20,51
4,42,12,27
4,153,50,85
4,48,12,38
1,48,8,43
4,142,0,0
4,71,24,83
4,38,17,34
2,39,10,25
4,32,7,15
4,27,6,14
4,28,9,21
4,29,22,26
2,66,36,91
4,27,8,32
3,63,14,44
4,38,18,27
4,28,9,17
4,36,10,22
4,48,20,45
4,48,12,33
4,119,31,67
4,27,11,15
3,32,7,16
4,39,9,19
4,46,12,30
1,74,7,41
4,27,7,16
4,39,11,30
4,58,11,26
4,37,11,22
3,24,6,19
3,57,16,46
4,29,10,23
4,38,8,25
1,56,12,24
3,34,21,33
4,62,16,46
4,101,19,52
4,61,23,49
4,153,19,106
4,76,19,46
2,27,9,21
4,50,15,34
4,32,10,22
4,55,11,37
4,55,15,26
2,65,19,37
4,217,12,46
4,32,4,8
3,102,31,85
2,25,11,21
1,25,10,15
4,42,15,32
4,48,16,37
4,41,9,14
4,23,12,38
3,34,8,14
1,80,19,18
3,23,8,16
4,27,12,20
2,32,14,25
2,27,9,15
4,69,20,41
3,91,23,45
2,114,46,84
4,38,1,17
4,33,9,41
4,43,14,52
1,43,16,41
2,43,3,7
4,53,19,42
4,37,10,27
3,25,8,24
4,46,13,14
4,40,7,25
4,88,16,37
4,42,9,28
4,35,8,16
4,32,10,32
4,59,13,37
1,25,7,10
4,29,9,9
4,39,11,44
4,70,14,27
4,24,0,4
4,52,9,51
4,75,28,139
4,25,10,17
4,69,25,52
4,64,15,38
4,28,8,16
3,27,10,17
3,58,21,67
4,42,10,22
2,108,25,55
1,35,10,18
4,31,5,36
4,31,4,28
4,97,10,32
3,42,5,17
1,44,12,23
4,29,8,21
4,25,7,16
4,40,10,24
4,28,10,16
1,51,15,10
2,30,11,24
4,75,20,48
1,38,7,25
1,48,18,62
4,145,54,69
4,40,13,41
4,23,6,16
4,31,1,16
3,25,8,15
4,57,17,45
3,143,15,67
1,120,34,46
4,56,16,25
4,36,13,27
2,54,11,30
4,59,12,52
2,60,16,40
4,71,15,49
4,23,8,15
3,71,16,42
4,83,15,44
4,205,8,63
4,50,16,29
4,28,8,20
4,32,12,16
4,51,9,25
4,55,18,38
4,177,49,48
4,34,6,16
4,129,14,32
4,23,7,14
2,120,22,93
4,26,7,16
4,24,6,11
4,67,16,22
4,47,10,27
2,54,18,27
1,39,9,19
4,28,12,23
2,60,15,52
2,33,9,17
4,74,18,27
4,31,5,14
4,32,16,33
4,35,11,12
4,32,12,36
4,67,12,51
4,37,9,23
1,41,10,31
3,29,8,19
4,75,26,79
4,35,8,18
4,30,7,17
4,45,9,22
2,83,23,7
4,48,15,35
1,48,16,35
3,35,8,15
4,26,12,14
4,42,12,40
4,60,14,72
4,68,15,43
4,26,7,26
4,33,9,14
4,28,10,20
1,42,10,23
4,40,13,45
3,30,7,24
4,57,14,30
1,44,10,26
3,26,7,13
4,23,8,14
4,27,2,10
4,81,21,44
4,60,11,36
4,54,16,45
4,28,7,17
2,64,20,34
4,35,8,15
3,61,5,13
4,55,8,29
4,41,10,22
3,29,8,18
4,44,13,35
1,27,9,16
4,30,10,21
2,71,14,45
4,35,9,18
4,67,9,14
2,51,23,48
4,46,22,26
3,51,22,23
4,77,48,82
4,155,32,99
4,37,15,41
4,62,16,43
3,37,21,18
1,50,14,26
4,43,10,22
4,28,8,16
4,150,17,49
2,32,11,16
4,40,16,36
4,30,7,19
3,65,21,51
1,23,6,21
1,61,17,42
2,64,18,46
4,65,24,40
4,143,25,130
4,46,15,41
1,54,16,20
1,32,10,26
4,37,12,48
1,144,42,123
2,29,7,11
4,59,15,34
4,28,10,21
3,63,29,36
4,37,10,41
4,45,4,9
4,74,22,48
1,32,10,16
3,41,12,33
4,37,11,20
4,68,11,35
1,42,10,26
4,33,6,17
4,32,5,9
2,35,8,39
1,23,7,24
1,66,20,34
2,84,24,57
4,39,19,29
2,159,52,62
4,63,22,35
4,56,7,35
4,47,11,24
4,30,14,16
4,44,23,32
4,37,16,24
4,158,23,36
4,25,13,24
4,165,49,54
4,96,14,41
4,42,10,22
3,30,6,17
4,32,9,15
4,63,9,27
4,48,12,45
4,24,6,13
4,30,12,41
4,142,33,79
4,93,10,37
2,50,16,38
2,61,17,32
1,32,11,18
2,46,19,30
4,30,7,18
4,31,9,27
1,28,8,16
4,45,9,19
4,99,31,64
4,53,17,33
4,29,21,24
3,53,17,31
4,100,19,71
4,38,0,24
3,47,13,30
3,55,27,32
4,41,9,24
3,71,22,41
4,35,8,51
2,31,11,23
1,58,7,26
4,72,1,39
4,102,45,93
4,61,16,40
3,132,20,67
4,40,12,22
4,86,26,56
1,39,12,21
4,42,11,17
3,32,8,15
4,22,7,11
2,76,12,30
4,25,9,20
4,92,35,97
2,42,15,23
4,92,29,76
4,37,10,24
4,37,19,25
4,40,7,35
3,55,16,26
4,45,16,30
4,41,8,17
2,36,19,21
4,41,15,28
3,58,9,39
4,82,27,88
4,42,9,15
4,53,14,44
4,34,14,23
4,53,18,34
4,37,12,29
4,35,11,21
3,28,12,3
2,58,20,64
4,36,10,24
4,62,8,21
4,76,26,45
4,45,8,29
4,31,15,18
4,26,8,17
4,55,8,15
1,30,5,21
4,53,21,48
1,45,10,41
4,54,13,45
4,52,12,27
2,23,7,15
1,39,58,33
4,84,16,32
4,81,16,24
4,79,21,97
4,54,15,30
4,62,15,20
3,55,10,18
3,31,8,19
4,48,17,36
3,41,15,28
4,165,17,19
4,41,9,9
4,34,9,21
2,42,11,39
4,73,10,32
1,45,17,32
4,93,50,92
2,23,6,17
2,32,8,16
4,27,13,26
4,29,6,26
1,57,15,44
2,26,8,19
3,58,16,42
4,45,14,28
1,71,27,43
4,74,28,52
4,55,17,33
4,27,11,20
4,58,15,36
4,24,7,15
4,27,7,16
4,38,18,60
4,28,28,24
1,45,8,42
4,84,27,49
3,39,12,24
4,26,8,15
2,34,13,23
1,37,5,25
4,76,33,41
4,35,10,15
4,42,12,31
2,41,14,38
4,90,16,39
4,77,22,59
4,28,7,14
2,59,20,59
2,74,18,44
3,69,18,49
4,36,1,1
4,47,12,22
2,64,18,36
2,41,14,26
4,87,13,35
2,100,28,102
4,129,5,14
4,60,16,56
4,46,16,32
4,39,16,28
4,24,5,17
4,51,4,10
4,60,13,40
2,49,9,29
4,52,13,33
4,27,6,14
4,39,15,21
4,44,16,28
2,47,10,13
3,82,13,94
4,28,9,15
3,51,13,28
2,80,26,50
4,67,20,37
4,66,17,49
4,129,31,84
4,51,12,13
4,50,8,20
2,34,8,28
4,20,6,12
4,42,12,25
3,47,6,14
1,64,19,50
4,68,17,34
4,29,13,24
2,79,24,52
4,48,15,31
4,42,17,38
4,64,9,53
4,51,12,33
1,68,13,29
1,96,31,96
3,60,16,25
4,35,9,16
4,56,17,32
4,65,10,12
4,68,19,59
4,39,8,105
4,52,10,28
4,65,16,44
4,36,12,20
4,85,24,82
4,49,13,36
4,165,23,71
4,44,11,16
3,35,12,15
4,37,9,23
4,45,14,29
4,29,7,26
4,65,0,29
1,27,8,16
1,141,43,82
4,78,77,115
4,63,20,49
4,93,19,52
4,48,12,21
4,33,12,26
3,62,19,32
1,82,10,27
4,81,17,49
4,23,3,14
4,103,21,64
4,33,9,32
4,78,3,55
4,50,13,31
2,61,13,33
4,76,22,37
4,28,6,24
4,27,8,18
4,34,13,32
3,35,11,22
4,51,17,38
1,65,21,40
4,47,14,34
4,44,14,16
3,25,7,6
1,76,15,34
4,25,8,26
4,108,24,87
4,37,11,26
4,48,12,36
4,54,22,101
4,77,13,31
4,30,7,23
3,44,6,20
4,77,21,40
4,47,13,26
3,23,9,20
4,37,10,33
2,46,8,30
1,94,14,26
4,26,9,18
4,39,10,27
1,32,21,29
4,39,11,22
4,25,8,14
4,81,23,37
4,49,16,31
1,72,17,65
4,33,7,17
2,85,11,6
4,80,14,67
4,52,10,30
4,48,16,14
4,30,9,16
4,73,21,57
4,289,66,144
4,33,13,310
4,41,12,19
2,46,11,21
1,24,7,23
4,26,7,22
3,75,17,46
4,54,17,16
3,30,12,17
4,50,14,11
4,47,12,16
4,52,22,17
4,139,21,82
3,22,6,26
4,51,17,33
4,37,12,28
4,36,13,25
3,52,16,35
4,63,20,39
4,53,24,43
4,71,17,41
4,97,21,60
4,75,8,16
4,42,9,31
1,41,12,22
4,77,13,33
4,35,8,28
4,23,8,24
4,90,21,48
2,38,11,35
4,48,12,30
3,94,16,41
4,44,11,20
4,241,53,195
4,169,34,99
4,58,1,0
4,34,7,23
3,96,32,83
1,103,20,48
1,120,22,21
1,40,14,48
4,28,10,19
4,49,10,24
4,65,15,24
1,64,17,45
1,91,34,68
3,26,8,18
4,161,48,58
4,31,6,17
1,48,15,25
4,79,14,45
4,41,18,41
4,51,10,40
4,67,15,55
4,56,18,37
3,120,23,50
1,62,18,36
2,35,7,17
4,39,9,36
2,45,10,23
4,33,11,26
4,55,15,41
4,57,15,39
4,52,18,36
2,44,7,17
3,25,8,14
4,52,9,24
4,25,7,15
4,30,6,19
4,30,10,20
4,37,11,22
4,97,10,86
4,32,20,45
3,48,18,38
4,74,13,61
4,71,8,29
1,69,10,36
4,59,22,46
1,48,12,34
3,124,43,68
4,54,14,32
4,25,14,24
4,29,10,18
3,55,16,38
4,58,20,43
4,62,9,30
3,82,31,48
4,40,8,16
4,43,7,21
4,58,25,24
4,46,22,26
1,76,4,16
3,66,15,34
4,35,10,24
4,115,35,66
4,77,17,56
4,51,17,39
4,43,19,25
4,30,6,38
4,35,25,17
2,35,16,24
4,54,15,28
4,127,37,92
4,210,36,148
4,67,14,38
1,35,13,25
4,29,13,18
4,30,9,15
2,66,9,22
4,58,12,26
1,51,5,15
4,59,18,50
4,93,21,64
2,51,7,30
4,74,23,59
4,35,16,26
4,33,9,21
4,49,12,32
4,47,13,22
4,34,14,38
2,45,13,31
4,38,10,26
4,30,8,17
3,30,5,12
1,32,4,8
4,23,5,25
4,72,19,33
4,35,10,19
4,27,7,22
4,31,9,15
1,37,17,26
1,39,24,14
4,77,13,31
2,34,10,24
4,88,23,40
4,37,11,20
2,47,11,20
4,34,11,26
2,79,21,64
3,75,12,27
1,49,13,36
4,63,19,86
4,79,13,28
4,39,14,17
4,116,28,52
4,34,8,13
4,225,49,122
4,37,9,16
3,99,26,59
4,53,20,37
4,77,18,42
4,29,10,18
4,46,12,45
2,35,11,21
3,46,26,44
4,61,26,63
4,89,21,70
4,33,10,24
1,102,20,62
3,93,21,67
4,61,15,25
4,32,10,31
4,83,13,33
4,79,13,457
4,33,10,23
4,53,19,43
3,58,17,41
4,77,17,49
4,79,20,28
3,92,23,57
4,79,15,38
3,147,39,118
4,145,26,88
3,22,5,34
4,91,7,27
4,27,8,15
4,82,12,50
1,54,16,52
3,47,13,30
3,68,24,57
4,76,18,50
4,144,82,84
2,71,32,42
4,101,43,63
4,28,16,26
2,57,18,41
4,57,20,61
4,61,15,21
4,48,13,42
4,54,15,28
4,28,8,20
4,32,8,31
4,52,10,43
4,83,24,57
4,41,11,25
3,46,16,32
2,42,19,44
4,29,11,37
3,93,27,43
2,54,16,27
4,55,14,71
4,31,8,19
4,28,16,28
4,125,35,67
4,25,10,24
2,114,41,79
4,32,18,25
1,36,3,29
4,31,18,27
4,39,13,18
4,44,15,28
4,46,13,28
4,67,20,16
4,72,23,55
1,131,34,59
2,27,10,20
4,36,10,30
4,91,5,27
2,34,9,16
4,66,19,44
4,89,47,56
4,42,15,14
4,55,22,55
4,105,16,17
4,42,7,15
4,32,0,0
4,52,13,35
4,38,6,20
3,60,18,60
4,38,10,35
3,73,21,49
3,39,17,46
4,95,30,62
4,30,6,19
4,26,8,17
4,44,15,30
4,29,9,18
2,45,14,32
4,104,12,100
4,30,5,23
4,57,16,50
4,24,7,14
2,55,19,38
4,221,61,142
3,34,12,15
2,50,14,37
4,188,55,92
2,45,22,41
3,50,16,35
4,47,12,26
2,73,18,47
3,69,4,19
4,25,12,10
4,77,27,38
4,32,10,19
1,36,13,25
1,47,13,26
4,46,12,25
4,43,13,26
4,194,20,40
4,72,12,50
4,79,16,59
1,123,24,77
4,43,10,23
4,35,10,29
3,174,76,129
4,36,7,15
4,68,13,61
4,36,15,19
4,30,33,22
4,57,13,24
4,32,12,33
4,45,12,23
1,36,11,19
4,35,8,21
4,43,8,38
4,39,13,24
2,53,4,7
2,130,41,95
4,28,12,9
4,26,5,18
4,69,19,41
4,57,26,36
4,90,21,56
4,137,24,75
4,54,13,32
4,22,5,11
4,24,7,17
4,55,15,30
4,100,13,41
1,52,1,12
4,40,16,51
4,69,28,54
2,33,12,19
4,76,20,36
4,72,13,23
4,25,7,18
4,29,11,14
4,28,10,16
4,52,15,36
4,61,7,29
2,44,14,30
4,63,14,38
4,104,15,29
3,109,9,16
1,33,11,15
4,29,12,13
4,25,8,41
4,21,0,13
3,89,18,14
4,85,22,59
4,76,10,38
4,30,11,14
4,57,11,21
4,109,22,54
4,74,17,39
4,99,33,208
4,85,29,52
4,88,14,37
4,43,5,25
4,46,15,31
4,29,9,19
4,161,24,78
4,25,9,37
4,41,15,18
4,31,12,20
4,126,33,75
3,33,14,19
4,52,15,38
4,103,24,48
4,85,17,68
1,58,11,64
2,133,21,74
2,57,13,27
4,36,9,22
3,159,46,89
4,94,30,67
4,77,23,147
4,62,19,36
4,36,12,31
4,27,3,11
3,25,8,20
1,43,12,27
4,34,12,21
4,62,32,61
4,51,11,24
2,147,44,81
1,69,13,33
4,31,8,21
4,37,12,24
4,20,9,11
4,56,15,37
4,48,14,26
4,54,11,34
4,33,12,22
4,32,12,16
4,33,11,24
2,45,16,28
4,76,24,58
1,46,13,38
1,41,7,30
2,48,10,24
4,81,32,52
4,23,13,24
3,32,9,20
2,70,16,44
4,122,23,158
4,45,17,32
4,77,15,32
2,57,22,23
4,154,11,26
3,38,8,22
3,24,8,14
4,46,14,24
1,48,23,80
1,89,13,50
3,94,2,31
4,40,10,11
3,24,17,18
4,37,9,29
2,38,10,21
2,47,10,20
4,69,15,56
4,176,54,98
4,104,23,49
4,83,24,54
1,41,12,30
4,33,21,19
4,43,12,28
4,55,16,52
4,39,13,25
4,28,15,20
3,101,24,76
4,50,11,32
4,33,0,7
4,29,9,18
4,46,17,32
4,122,54,104
4,91,80,23
4,42,14,33
4,42,11,20
4,43,9,29
4,82,23,56
4,88,20,73
4,42,9,25
4,36,11,35
4,26,9,23
4,82,14,38
4,36,14,19
4,45,15,27
4,66,14,27
4,360,54,177
4,140,26,93
2,29,0,1
4,50,16,88
4,68,13,78
4,51,7,43
2,124,9,43
4,57,7,22
4,100,24,77
2,56,12,26
3,24,9,11
4,60,13,34
4,47,18,32
4,49,12,27
4,41,13,29
4,63,18,38
4,33,11,11
4,32,14,23
4,96,28,56
1,34,13,26
4,74,17,43
4,44,19,33
3,128,23,79
4,102,23,26
4,25,7,15
4,55,12,22
2,54,13,39
4,37,7,20
4,40,17,23
4,33,9,21
4,24,8,12
2,36,5,24
4,31,5,20
1,51,10,23
4,113,35,77
1,73,17,43
4,37,17,27
4,62,8,21
3,25,6,18
4,74,14,33
4,70,23,38
2,61,16,49
4,33,11,21
4,44,7,30
4,58,8,20
4,74,31,36
4,72,30,44
4,92,26,67
4,51,16,36
4,84,9,9
2,57,21,23
3,42,9,39
4,129,28,78
1,124,62,201
4,54,17,39
4,37,15,32
4,48,12,44
4,105,26,72
4,155,21,70
4,50,7,18
4,81,15,36
1,77,15,29
4,57,21,24
4,69,14,43
4,38,10,20
1,41,5,20
4,52,18,38
2,38,13,30
4,58,9,35
2,84,13,62
4,89,22,57
4,36,7,14
3,50,39,76
4,89,43,52
4,84,26,29
4,78,21,60
4,26,6,16
4,91,15,41
2,44,11,33
4,67,24,34
1,31,10,21
4,55,18,17
4,27,9,14
4,63,23,43
4,122,13,91
4,41,14,21
